S3	S4	S7	S8	gene.names
178	204	233	175	CAGL0F04587g
817	1090	1919	1083	CAGL0F04609g
0	0	6	8	CAGL0F04631g
520	722	1103	683	CAGL0F04653g
0	0	0	0	CAGL0F04675r
416	650	1119	682	CAGL0F04697g
206	241	851	444	CAGL0F04719g
305	352	719	383	CAGL0F04741g
186	253	320	276	CAGL0F04763g
522	737	725	425	CAGL0F04785g
115	125	592	379	CAGL0F04807g
381	634	753	466	CAGL0F04829g
516	687	1515	881	CAGL0F04851g
1267	1561	1811	1077	CAGL0F04873g
431	568	3035	1838	CAGL0F04895g
2	0	1	0	CAGL0F04917g
459	497	491	371	CAGL0F04939g
170	249	188	160	CAGL0F04961g
805	1016	182	150	CAGL0F04983g
296	336	349	222	CAGL0F05005g
50	63	106	80	CAGL0F05027g
188	203	241	140	CAGL0F05049g
58	71	231	155	CAGL0F05071g
10	7	6	7	CAGL0F05093g
2342	2456	1579	948	CAGL0F05115g
3	15	39	28	CAGL0F05137g
308	385	371	260	CAGL0F05159g
369	479	606	408	CAGL0F05181g
88	146	104	98	CAGL0F05203g
63	70	75	28	CAGL0F05225g
186	220	283	156	CAGL0F05247g
823	990	1129	764	CAGL0F05269g
6	16	4	6	CAGL0F05291r
755	1052	667	387	CAGL0F05329g
298	364	476	298	CAGL0F05335g
682	818	1221	768	CAGL0F05357g
505	639	538	392	CAGL0F05379g
274	424	515	327	CAGL0F05401g
337	427	663	417	CAGL0F05423g
139	214	225	156	CAGL0F05445g
102	142	100	83	CAGL0F05467g
44	69	85	64	CAGL0F05489g
288	378	317	201	CAGL0F05511g
182	238	271	166	CAGL0F05533g
123	170	134	82	CAGL0F05555g
284	314	435	261	CAGL0F05577g
264	292	266	156	CAGL0F05599g
131	162	153	148	CAGL0F05621g
732	1054	736	532	CAGL0F05643g
808	1074	1308	850	CAGL0F05665g
256	356	313	247	CAGL0F05687g
413	522	38	35	CAGL0F05709g
115	155	149	120	CAGL0F05731g
386	505	477	307	CAGL0F05753g
211	259	228	166	CAGL0F05775g
150	203	279	180	CAGL0F05797g
112	141	180	115	CAGL0F05819g
25	49	84	35	CAGL0F05841g
2127	2299	2249	1409	CAGL0F05863g
493	582	758	484	CAGL0F05885g
445	531	562	348	CAGL0F05907g
120	153	95	68	CAGL0F05929g
56	67	111	59	CAGL0F05951g
93	99	228	115	CAGL0F05973g
221	258	432	237	CAGL0F05995g
604	867	1471	798	CAGL0F06017g
565	767	834	559	CAGL0F06039g
248	339	828	486	CAGL0F06061g
0	0	0	0	CAGL0F06083r
561	763	748	507	CAGL0F06127g
160	212	203	125	CAGL0F06149g
656	934	1145	683	CAGL0F06171g
13	12	7	6	CAGL0F06193r
342	438	430	267	CAGL0F06215g
622	826	554	405	CAGL0F06237g
86	126	156	77	CAGL0F06259g
0	0	0	0	CAGL0F06281r
55	76	327	192	CAGL0F06325g
618	783	1109	775	CAGL0F06347g
528	570	1633	1015	CAGL0F06369g
150	187	341	178	CAGL0F06391g
4161	4691	4049	2386	CAGL0F06413g
67	97	35	20	CAGL0F06435g
233	335	327	216	CAGL0F06457g
345	439	392	236	CAGL0F06479g
410	653	236	166	CAGL0F06501g
460	658	173	141	CAGL0F06523g
27	52	45	26	CAGL0F06545g
340	381	573	343	CAGL0F06567g
9	8	41	25	CAGL0F06589g
1	8	4	0	CAGL0F06600r
254	291	321	230	CAGL0F06611g
214	315	445	252	CAGL0F06633g
71	96	159	120	CAGL0F06655g
8	22	21	15	CAGL0F06677g
807	875	864	539	CAGL0F06693g
7	12	22	7	CAGL0F06699g
478	624	780	473	CAGL0F06721g
253	308	423	272	CAGL0F06743g
114	146	287	187	CAGL0F06765g
151	169	305	195	CAGL0F06787g
507	631	93	70	CAGL0F06809g
810	1024	1772	1164	CAGL0F06831g
538	729	150	122	CAGL0F06853g
328	426	800	465	CAGL0F06875g
567	696	299	229	CAGL0F06897g
197	255	571	343	CAGL0F06919g
928	1008	1519	838	CAGL0F06941g
111	149	168	89	CAGL0F06963g
133	153	189	121	CAGL0F06985g
185	258	470	199	CAGL0F07007g
844	1230	2202	1449	CAGL0F07029g
250	287	391	274	CAGL0F07051g
25641	29136	12578	9656	CAGL0F07073g
601	618	687	393	CAGL0F07095g
66	102	359	206	CAGL0F07117g
1452	1905	499	415	CAGL0F07139g
359	439	468	283	CAGL0F07172g
0	0	0	0	CAGL0F07205r
139	136	183	77	CAGL0F07249g
221	283	216	154	CAGL0F07271g
241	304	372	250	CAGL0F07293g
227	235	466	322	CAGL0F07315g
252	321	348	205	CAGL0F07337g
786	951	1086	632	CAGL0F07359g
60	72	58	37	CAGL0F07381g
505	689	165	131	CAGL0F07403g
211	276	246	151	CAGL0F07425g
87	113	237	116	CAGL0F07447g
538	554	1008	578	CAGL0F07469g
844	936	1341	804	CAGL0F07491g
12	23	168	89	CAGL0F07513g
475	603	1212	503	CAGL0F07535g
86	109	52	35	CAGL0F07557g
101	102	195	97	CAGL0F07579g
2491	3115	4075	1865	CAGL0F07601g
126	184	144	102	CAGL0F07623g
256	342	67	66	CAGL0F07645g
287	390	462	295	CAGL0F07667g
288	365	476	301	CAGL0F07689g
264	303	320	204	CAGL0F07711g
223	291	262	169	CAGL0F07733g
166	236	232	131	CAGL0F07755g
81	111	509	279	CAGL0F07777g
263	343	686	436	CAGL0F07799g
218	298	525	269	CAGL0F07821g
195	219	195	110	CAGL0F07843g
109	140	277	145	CAGL0F07865g
1182	1371	1115	682	CAGL0F07887g
202	284	276	178	CAGL0F07909g
434	567	773	447	CAGL0F07931g
13	16	19	9	CAGL0F07953g
95	110	565	310	CAGL0F07975g
579	710	616	406	CAGL0F07997g
169	186	158	105	CAGL0F08019g
2877	3602	3703	2171	CAGL0F08041g
486	627	1114	549	CAGL0F08063g
25	35	61	53	CAGL0F08085g
652	781	2451	1524	CAGL0F08107g
748	933	128	109	CAGL0F08129g
435	532	414	299	CAGL0F08151g
10	12	20	13	CAGL0F08173g
110	67	126	40	CAGL0F08195g
2	3	5	0	CAGL0F08217g
512	688	1114	702	CAGL0F08239g
15	20	52	38	CAGL0F08261g
331	442	569	381	CAGL0F08283g
189	235	225	149	CAGL0F08305g
76	105	143	78	CAGL0F08327g
0	0	1	1	CAGL0F08349r
829	1048	589	383	CAGL0F08371g
424	525	640	446	CAGL0F08393g
269	350	331	244	CAGL0F08415g
220	289	266	198	CAGL0F08437g
2635	3277	2062	1421	CAGL0F08459g
464	553	546	403	CAGL0F08481g
812	983	1236	817	CAGL0F08503g
832	1266	446	352	CAGL0F08525g
11863	14404	8555	5626	CAGL0F08547g
9	18	9	2	CAGL0F08558r
493	703	697	471	CAGL0F08569g
32	37	64	45	CAGL0F08591g
220	303	260	148	CAGL0F08613g
202	293	243	158	CAGL0F08635g
322	418	586	437	CAGL0F08657g
578	806	1012	628	CAGL0F08679g
25	24	40	24	CAGL0F08701g
166	209	452	214	CAGL0F08723g
15	9	56	19	CAGL0F08745g
0	1	1	0	CAGL0F08767g
336	460	594	395	CAGL0F08789g
143	185	256	122	CAGL0F08811g
1996	2451	3292	2161	CAGL0F08833g
164	178	187	131	CAGL0F08855g
107	111	106	87	CAGL0F08877g
0	0	1	0	CAGL0F08899r
397	492	1069	699	CAGL0F08943g
1233	1632	1783	1103	CAGL0F08965g
388	510	803	461	CAGL0F08987g
130	177	91	59	CAGL0F09009g
25213	29902	14959	10800	CAGL0F09031g
364	471	454	305	CAGL0F09053g
895	1131	1223	779	CAGL0F09075g
281	379	431	238	CAGL0F09097g
342	490	396	284	CAGL0F09119g
0	1	0	0	CAGL0F09141g
334	404	898	459	CAGL0F09163g
309	500	558	326	CAGL0F09185g
2375	3112	1842	1187	CAGL0F09207g
412	538	472	281	CAGL0F09229g
0	0	0	0	CAGL0F09273g
0	0	0	0	CAGL0G00105g
0	0	0	0	CAGL0G00110g
0	0	0	0	CAGL0G00121g
3150	3955	1475	1063	CAGL0G00154g
992	1295	1714	1025	CAGL0G00176g
2772	3328	3817	2508	CAGL0G00220g
619	512	1311	567	CAGL0G00242g
787	1123	157	131	CAGL0G00264g
3749	5275	6099	3943	CAGL0G00286g
0	0	0	0	CAGL0G00297g
2846	3891	4149	2626	CAGL0G00308g
87	108	37	18	CAGL0G00330g
97	136	119	74	CAGL0G00352g
316	351	376	221	CAGL0G00374g
347	384	496	329	CAGL0G00396g
352	435	390	267	CAGL0G00418g
1152	1508	1109	788	CAGL0G00440g
0	1	2	2	CAGL0G00462g
348	468	61	79	CAGL0G00484g
391	555	605	378	CAGL0G00506g
498	662	725	457	CAGL0G00528g
121	155	321	164	CAGL0G00550g
0	0	0	0	CAGL0G00572s
755	940	1250	733	CAGL0G00594g
0	0	0	0	CAGL0G00616r
689	992	589	348	CAGL0G00660g
738	920	914	639	CAGL0G00682g
167	227	163	122	CAGL0G00704g
599	725	1021	589	CAGL0G00726g
107	126	133	81	CAGL0G00748g
0	0	0	0	CAGL0G00770r
0	0	0	0	CAGL0G00792g
420	529	515	294	CAGL0G00814g
8	17	14	10	CAGL0G00836g
246	286	247	149	CAGL0G00858g
22	42	30	23	CAGL0G00864r
4	4	7	4	CAGL0G00869r
3	14	2	4	CAGL0G00874r
0	0	0	0	CAGL0G00880r
948	1141	934	688	CAGL0G00902g
694	946	275	203	CAGL0G00924g
299	389	562	312	CAGL0G00946g
123	180	340	61	CAGL0G00968g
9742	11506	5351	2644	CAGL0G00990g
3	3	5	5	CAGL0G01012g
2188	2496	3330	2127	CAGL0G01034g
4	10	0	1	CAGL0G01056g
11411	13100	7168	5327	CAGL0G01078g
257	354	896	544	CAGL0G01100g
48	42	60	21	CAGL0G01122g
901	1093	1246	720	CAGL0G01144g
739	820	1396	819	CAGL0G01166g
234	364	279	148	CAGL0G01188g
646	840	1261	659	CAGL0G01210g
297	331	621	380	CAGL0G01232g
1554	1986	1798	1061	CAGL0G01254g
232	282	157	109	CAGL0G01276g
232	320	380	251	CAGL0G01298g
106	168	257	149	CAGL0G01320g
176	234	570	331	CAGL0G01342g
2894	3468	2504	1716	CAGL0G01364g
157	222	249	164	CAGL0G01386g
7	9	22	23	CAGL0G01408g
713	838	944	571	CAGL0G01430g
782	1016	1141	814	CAGL0G01452g
145	206	343	247	CAGL0G01474g
273	335	454	297	CAGL0G01496g
1	1	2	0	CAGL0G01518r
222	180	4756	2948	CAGL0G01540g
23	52	61	33	CAGL0G01562g
370	407	412	273	CAGL0G01584g
382	509	444	323	CAGL0G01606g
369	546	257	183	CAGL0G01628g
0	0	0	0	CAGL0G01650r
840	1212	2446	1272	CAGL0G01672g
112	136	248	117	CAGL0G01694g
258	338	375	225	CAGL0G01716g
37	26	529	312	CAGL0G01738g
439	584	728	431	CAGL0G01760g
414	567	309	185	CAGL0G01782g
991	1238	2412	1283	CAGL0G01804g
16219	19044	8171	6752	CAGL0G01826g
71	120	167	90	CAGL0G01848g
204	266	455	172	CAGL0G01881g
88	154	480	167	CAGL0G01892g
69	114	338	140	CAGL0G01903g
244	291	425	252	CAGL0G01925g
240	379	305	219	CAGL0G01947g
418	543	311	187	CAGL0G01969g
1021	1362	325	239	CAGL0G01991g
263	380	226	114	CAGL0G02013g
503	691	679	412	CAGL0G02035g
46	71	258	121	CAGL0G02057g
21731	25728	8700	7204	CAGL0G02079g
710	911	6931	3498	CAGL0G02101g
503	690	1026	625	CAGL0G02123g
100	106	185	134	CAGL0G02145g
484	620	272	214	CAGL0G02167g
89	128	293	141	CAGL0G02189g
732	943	853	563	CAGL0G02211g
82	92	151	62	CAGL0G02233g
421	601	692	411	CAGL0G02255g
473	451	632	435	CAGL0G02277g
354	446	273	204	CAGL0G02299g
204	268	468	245	CAGL0G02321g
137	146	227	157	CAGL0G02343g
110	164	277	160	CAGL0G02365g
311	409	346	270	CAGL0G02387g
876	1242	309	264	CAGL0G02409g
612	806	225	181	CAGL0G02453g
14732	17212	9475	6696	CAGL0G02475g
512	590	771	518	CAGL0G02497g
102	173	150	90	CAGL0G02519g
307	425	168	107	CAGL0G02535g
327	412	499	299	CAGL0G02541g
1	2	4	2	CAGL0G02563g
254	458	346	213	CAGL0G02585g
254	380	393	278	CAGL0G02607g
248	321	75	49	CAGL0G02629g
105	137	312	186	CAGL0G02651g
1670	2091	2969	1667	CAGL0G02673g
182	196	593	349	CAGL0G02695g
22	27	333	220	CAGL0G02717g
1	0	47	33	CAGL0G02739g
395	525	161	149	CAGL0G02761g
195	267	96	83	CAGL0G02783g
321	422	587	373	CAGL0G02805g
309	391	654	438	CAGL0G02827g
34	45	395	217	CAGL0G02849g
0	0	0	0	CAGL0G02871g
24	47	20	19	CAGL0G02882r
291	400	619	352	CAGL0G02893g
4078	4814	6960	4668	CAGL0G02915g
4	4	13	4	CAGL0G02937g
414	503	516	360	CAGL0G02959g
0	0	0	0	CAGL0G02981r
1249	1464	427	342	CAGL0G03003g
256	357	385	257	CAGL0G03025g
67	77	171	98	CAGL0G03047g
173	227	124	104	CAGL0G03069g
3640	4534	2679	1881	CAGL0G03091g
308	440	166	108	CAGL0G03113g
75	117	58	47	CAGL0G03135g
544	662	671	420	CAGL0G03157g
278	394	466	288	CAGL0G03179g
240	279	490	311	CAGL0G03201g
111	100	216	148	CAGL0G03223g
442	465	1174	766	CAGL0G03245g
530	634	681	420	CAGL0G03267g
135	215	3168	1158	CAGL0G03289g
4406	5679	2761	1960	CAGL0G03311g
123	152	152	121	CAGL0G03333g
1146	1348	1148	733	CAGL0G03355g
2	1	0	2	CAGL0G03377g
483	584	730	426	CAGL0G03399g
297	466	442	295	CAGL0G03421g
2145	2826	673	515	CAGL0G03443g
393	482	372	200	CAGL0G03465g
276	385	239	164	CAGL0G03487g
383	473	568	355	CAGL0G03509g
22	28	56	32	CAGL0G03531g
108	187	157	121	CAGL0G03553g
13406	15582	7695	5813	CAGL0G03575g
262	353	297	212	CAGL0G03597g
119	199	221	145	CAGL0G03619g
1048	1313	897	587	CAGL0G03641g
1281	1613	1541	987	CAGL0G03663g
53	65	90	54	CAGL0G03685g
1137	1353	1404	862	CAGL0G03707g
185	207	294	192	CAGL0G03729g
210	258	357	246	CAGL0G03751g
664	950	2453	1223	CAGL0G03773g
6678	2791	27476	12679	CAGL0G03795g
4	4	0	0	CAGL0G03817r
93	135	160	93	CAGL0G03861g
335	185	3243	1996	CAGL0G03883g
159	254	155	94	CAGL0G03905g
302	450	104	67	CAGL0G03927g
1	0	0	0	CAGL0G03949g
661	915	1137	638	CAGL0G03971g
0	0	0	0	CAGL0G03993g
382	524	860	533	CAGL0G04015g
614	794	828	549	CAGL0G04037g
385	527	734	476	CAGL0G04059g
71	135	119	82	CAGL0G04081g
255	310	423	283	CAGL0G04103g
1	2	7	1	CAGL0G04125g
25	59	61	32	CAGL0G04147g
138	190	191	126	CAGL0G04169g
114	129	95	69	CAGL0G04191g
1709	2237	1492	868	CAGL0G04213g
0	0	0	0	CAGL0G04235r
0	0	0	0	CAGL0G04257t
6	25	25	22	CAGL0G04279g
0	0	1	1	CAGL0G04301r
0	0	0	0	CAGL0G04323r
250	257	412	253	CAGL0G04345g
1034	1218	1130	717	CAGL0G04367g
223	287	220	131	CAGL0G04389g
1143	1470	448	396	CAGL0G04411g
303	382	956	637	CAGL0G04433g
0	2	6	4	CAGL0G04455g
396	600	251	178	CAGL0G04499g
331	429	548	330	CAGL0G04521g
163	215	263	164	CAGL0G04543g
44	83	64	45	CAGL0G04565g
165	204	118	84	CAGL0G04587g
98	126	268	182	CAGL0G04609g
517	715	472	319	CAGL0G04631g
166	220	308	179	CAGL0G04653g
313	339	593	332	CAGL0G04675g
146	135	325	200	CAGL0G04697g
194	243	319	212	CAGL0G04719g
405	608	381	228	CAGL0G04741g
320	404	231	169	CAGL0G04763g
1	2	2	0	CAGL0G04785g
156	183	354	193	CAGL0G04807g
89	120	563	341	CAGL0G04829g
2907	3582	2726	1920	CAGL0G04851g
291	395	515	329	CAGL0G04873g
600	829	1449	670	CAGL0G04895g
375	422	605	402	CAGL0G04917g
14	27	22	18	CAGL0G04939g
360	470	392	262	CAGL0G04961g
235	268	101	69	CAGL0G04983g
132	153	156	105	CAGL0G05005g
11384	13688	5306	3816	CAGL0G05027g
322	399	999	572	CAGL0G05049g
1080	1215	1074	729	CAGL0G05071g
292	458	511	195	CAGL0G05093g
460	529	288	224	CAGL0G05115g
0	0	0	0	CAGL0G05137r
86	122	126	83	CAGL0G05159g
119	181	263	185	CAGL0G05181g
105	151	126	101	CAGL0G05203g
491	581	688	459	CAGL0G05225g
81	146	417	264	CAGL0G05247g
4	5	74	44	CAGL0G05269g
659	790	1074	720	CAGL0G05291g
270	385	338	208	CAGL0G05313g
8	11	17	5	CAGL0G05329g
572	731	2435	1506	CAGL0G05335g
101	177	541	333	CAGL0G05357g
311	377	176	140	CAGL0G05379g
431	458	697	442	CAGL0G05401g
7	12	21	19	CAGL0G05423g
757	974	623	421	CAGL0G05445g
113	161	124	84	CAGL0G05467g
604	794	895	592	CAGL0G05489g
199	241	595	296	CAGL0G05511g
0	0	0	1	CAGL0G05522g
145	183	958	543	CAGL0G05544g
365	377	754	459	CAGL0G05566g
32	42	82	36	CAGL0G05588g
299	372	794	490	CAGL0G05610g
12	10	25	8	CAGL0G05632g
175	233	283	136	CAGL0G05654g
176	213	492	272	CAGL0G05676g
106	122	283	176	CAGL0G05698g
36	57	57	34	CAGL0G05720g
544	679	98	102	CAGL0G05742g
268	280	130	96	CAGL0G05764g
647	801	1026	627	CAGL0G05786g
97	114	128	75	CAGL0G05808g
356	411	1712	906	CAGL0G05830g
313	442	317	214	CAGL0G05852g
577	810	362	295	CAGL0G05874g
1287	1569	2084	1486	CAGL0G05896g
230	337	347	248	CAGL0G05918g
11047	13160	6866	5015	CAGL0G05940g
23	29	6	3	CAGL0G05951r
170	258	462	267	CAGL0G05962g
8	4	9	5	CAGL0G05984g
49	62	148	98	CAGL0G06006g
613	830	1004	490	CAGL0G06028g
1	2	2037	995	CAGL0G06050g
275	383	877	481	CAGL0G06072g
164	240	668	370	CAGL0G06094g
145	181	269	164	CAGL0G06116g
958	1255	1175	762	CAGL0G06138g
1	2	2	0	CAGL0G06160g
25	50	88	44	CAGL0G06182g
0	0	0	0	CAGL0G06204r
224	284	263	196	CAGL0G06226g
926	1413	168	180	CAGL0G06248g
459	562	571	404	CAGL0G06270g
116	146	208	136	CAGL0G06292g
146	172	420	270	CAGL0G06314g
601	738	590	439	CAGL0G06336g
311	392	602	373	CAGL0G06358g
971	1250	591	383	CAGL0G06380g
384	456	758	405	CAGL0G06402g
319	496	877	436	CAGL0G06424g
2	0	3	5	CAGL0G06446g
241	301	173	125	CAGL0G06468g
10245	12516	5571	4373	CAGL0G06490g
0	0	0	0	CAGL0G06512r
226	314	402	247	CAGL0G06556g
215	281	351	211	CAGL0G06578g
262	307	360	217	CAGL0G06600g
131	196	412	280	CAGL0G06622g
0	0	0	0	CAGL0G06644g
536	676	617	430	CAGL0G06666g
244	356	315	216	CAGL0G06688g
0	0	0	0	CAGL0G06710g
1184	1515	3084	1727	CAGL0G06732g
1004	1276	1432	1021	CAGL0G06754g
405	464	825	498	CAGL0G06776g
15	14	17	10	CAGL0G06798g
81	101	127	64	CAGL0G06820g
360	457	1155	627	CAGL0G06842g
64	74	104	77	CAGL0G06864g
826	1023	1513	987	CAGL0G06886g
1633	2049	1783	1136	CAGL0G06908g
86	146	161	95	CAGL0G06930g
489	667	3296	2040	CAGL0G06952g
216	319	198	125	CAGL0G06974g
1	2	1	0	CAGL0G06996g
323	391	165	116	CAGL0G07018g
392	532	493	314	CAGL0G07040g
82	91	121	103	CAGL0G07062g
206	291	190	144	CAGL0G07084g
1388	1612	325	255	CAGL0G07106g
282	361	115	86	CAGL0G07128g
1	1	0	0	CAGL0G07150r
52	65	213	116	CAGL0G07161t
0	0	1	1	CAGL0G07166t
47	60	186	105	CAGL0G07175g
2	1	2	1	CAGL0G07188g
0	0	0	0	CAGL0G07194t
474	519	718	487	CAGL0G07205g
15387	17474	8649	6627	CAGL0G07227g
377	472	419	264	CAGL0G07249g
2773	4704	6923	2932	CAGL0G07271g
247	348	720	345	CAGL0G07293g
245	293	1198	629	CAGL0G07315g
251	326	777	417	CAGL0G07337g
428	545	540	354	CAGL0G07359g
222	311	347	202	CAGL0G07381g
773	893	1206	865	CAGL0G07403g
698	951	1211	836	CAGL0G07425g
173	163	274	169	CAGL0G07447g
1488	1975	1226	846	CAGL0G07469g
697	1024	1186	665	CAGL0G07491g
296	338	430	256	CAGL0G07513g
262	326	245	117	CAGL0G07529g
876	1156	215	198	CAGL0G07535g
3	12	9	7	CAGL0G07557g
252	351	382	256	CAGL0G07579g
428	538	1450	946	CAGL0G07601g
1753	2060	4963	2614	CAGL0G07623g
0	2	0	1	CAGL0G07645g
436	480	543	258	CAGL0G07667g
222	287	967	567	CAGL0G07689g
880	1067	1525	1050	CAGL0G07711g
222	286	390	219	CAGL0G07733g
22	35	30	20	CAGL0G07755g
436	611	701	527	CAGL0G07777g
448	546	846	541	CAGL0G07799g
131	210	272	192	CAGL0G07821g
1661	2101	341	359	CAGL0G07843g
194	297	305	188	CAGL0G07865g
170	213	296	188	CAGL0G07881g
490	604	875	533	CAGL0G07887g
825	988	1746	1109	CAGL0G07909g
324	375	633	317	CAGL0G07931g
204	222	319	182	CAGL0G07953g
437	555	194	161	CAGL0G07975g
270	387	394	222	CAGL0G07997g
102	122	262	123	CAGL0G08019g
2211	2833	794	596	CAGL0G08041g
213	300	667	344	CAGL0G08063g
258	313	474	246	CAGL0G08085g
0	5	1	3	CAGL0G08107g
556	693	839	589	CAGL0G08129g
1353	2068	1900	1015	CAGL0G08151g
23344	26581	13145	9608	CAGL0G08173g
201	247	329	183	CAGL0G08195g
77	104	130	67	CAGL0G08217g
58	74	117	61	CAGL0G08228g
1482	2010	1173	801	CAGL0G08250g
1180	1512	1472	935	CAGL0G08272g
457	671	282	192	CAGL0G08294g
365	512	262	156	CAGL0G08316g
266	427	660	401	CAGL0G08338g
157	215	347	223	CAGL0G08360g
310	367	293	205	CAGL0G08382g
171	222	308	185	CAGL0G08404g
121	127	223	156	CAGL0G08426g
203	278	444	285	CAGL0G08448g
101	141	138	78	CAGL0G08470g
105	143	135	88	CAGL0G08492g
0	1	0	0	CAGL0G08514r
659	872	893	552	CAGL0G08558g
315	389	280	212	CAGL0G08602g
407	390	639	334	CAGL0G08624g
82	137	110	53	CAGL0G08646g
450	638	657	397	CAGL0G08668g
480	639	870	504	CAGL0G08690g
1238	1516	2782	1774	CAGL0G08712g
2091	2927	1451	963	CAGL0G08734g
744	916	996	580	CAGL0G08756g
283	281	138	101	CAGL0G08778g
328	406	409	287	CAGL0G08800g
343	470	456	352	CAGL0G08822g
109	111	314	203	CAGL0G08844g
376	472	449	285	CAGL0G08866g
188	260	207	154	CAGL0G08888g
128	156	149	102	CAGL0G08910g
206	270	650	349	CAGL0G08932g
201	264	413	240	CAGL0G08954g
0	0	0	1	CAGL0G08976r
162	212	1248	753	CAGL0G09020g
87	118	84	64	CAGL0G09042g
40	54	81	46	CAGL0G09064g
0	0	0	0	CAGL0G09086g
0	0	0	1	CAGL0G09108g
201	278	93	58	CAGL0G09119g
15624	17961	7053	5109	CAGL0G09130g
82	103	140	101	CAGL0G09152g
410	567	690	483	CAGL0G09174g
69	105	73	52	CAGL0G09196g
221	306	180	114	CAGL0G09218g
0	0	0	0	CAGL0G09229g
86	142	108	81	CAGL0G09251g
64	96	118	61	CAGL0G09262g
164	239	146	98	CAGL0G09273g
277	373	434	310	CAGL0G09295g
333	386	220	151	CAGL0G09317g
313	526	537	392	CAGL0G09339g
526	621	1202	661	CAGL0G09361g
96501	119461	178208	93121	CAGL0G09383g
0	0	0	0	CAGL0G09405r
2179	2853	4024	2566	CAGL0G09449g
2	10	0	0	CAGL0G09471r
212	321	359	218	CAGL0G09493g
163	175	445	250	CAGL0G09515g
48	61	110	57	CAGL0G09537g
169	182	210	90	CAGL0G09559g
2063	2416	3517	2166	CAGL0G09581g
93	141	176	126	CAGL0G09603g
0	0	0	0	CAGL0G09625g
0	0	2	0	CAGL0G09647g
1166	1681	849	538	CAGL0G09669g
2	9	6	5	CAGL0G09680r
841	1077	1305	722	CAGL0G09691g
8530	9787	6368	4201	CAGL0G09713g
218	302	598	271	CAGL0G09735g
291	404	177	109	CAGL0G09757g
142	196	195	133	CAGL0G09779g
488	636	704	429	CAGL0G09801g
328	462	379	265	CAGL0G09823g
155	247	149	67	CAGL0G09845g
303	381	337	213	CAGL0G09867g
314	411	309	178	CAGL0G09889g
809	1019	941	683	CAGL0G09911g
138	215	164	113	CAGL0G09933g
771	1045	784	361	CAGL0G09955g
356	434	2981	1829	CAGL0G09977g
103	89	255	160	CAGL0G09999g
88	129	82	42	CAGL0G10021g
965	1136	407	362	CAGL0G10043g
182	253	223	171	CAGL0G10065g
524	658	707	501	CAGL0G10087g
741	892	259	229	CAGL0G10109g
1016	1304	1539	1007	CAGL0G10131g
870	1119	1258	854	CAGL0G10153g
3	1	1	1	CAGL0G10175g
0	0	0	0	CAGL0G10197g
0	0	0	0	CAGL0G10219g
0	0	0	0	CAGL0H00110g
0	0	0	0	CAGL0H00121g
0	0	0	0	CAGL0H00132g
0	0	0	0	CAGL0H00143g
540	671	554	360	CAGL0H00220g
1771	2241	2590	1554	CAGL0H00242g
126	187	243	172	CAGL0H00264g
244	370	281	182	CAGL0H00286g
242	301	360	235	CAGL0H00308g
340	375	777	541	CAGL0H00330g
1	1	5	3	CAGL0H00341r
35	26	61	40	CAGL0H00352g
90	125	164	124	CAGL0H00374g
356	452	311	251	CAGL0H00396g
160	240	99	93	CAGL0H00418g
744	1123	473	386	CAGL0H00440g
24908	29277	14011	10647	CAGL0H00462g
246	301	464	298	CAGL0H00484g
3649	4370	4646	2749	CAGL0H00506g
52	52	160	93	CAGL0H00528g
296	369	432	245	CAGL0H00550g
700	1060	2056	1298	CAGL0H00572g
159	231	336	199	CAGL0H00594g
338	384	345	245	CAGL0H00616g
137	175	135	132	CAGL0H00638g
232	326	410	226	CAGL0H00660g
241	297	837	542	CAGL0H00682g
211	375	2231	1435	CAGL0H00704g
297	451	955	498	CAGL0H00737g
6	7	12	13	CAGL0H00759g
228	302	903	548	CAGL0H00781g
231	306	550	297	CAGL0H00803g
141	166	151	91	CAGL0H00825g
442	582	359	264	CAGL0H00847g
1242	1616	1176	881	CAGL0H00869g
901	1111	1159	812	CAGL0H00891g
12	20	12	4	CAGL0H00913g
622	946	349	246	CAGL0H00935g
1943	2562	1321	932	CAGL0H00957g
138	204	304	188	CAGL0H00979g
1023	1415	916	522	CAGL0H01001g
147	205	180	124	CAGL0H01023g
136	165	158	76	CAGL0H01045g
133	142	129	78	CAGL0H01067g
560	750	1746	887	CAGL0H01089g
28	30	40	26	CAGL0H01111g
8	10	11	11	CAGL0H01144g
210	200	1008	603	CAGL0H01177g
392	625	735	474	CAGL0H01199g
258	293	466	329	CAGL0H01221g
202	270	280	176	CAGL0H01243g
594	708	1082	708	CAGL0H01265g
1179	1462	2694	1525	CAGL0H01287g
298	419	822	430	CAGL0H01309g
251	320	251	169	CAGL0H01331g
417	475	1046	548	CAGL0H01353g
726	855	1229	720	CAGL0H01375g
1078	1347	1755	1169	CAGL0H01397g
695	904	197	166	CAGL0H01419g
615	821	438	310	CAGL0H01441g
343	352	316	249	CAGL0H01463g
238	309	363	221	CAGL0H01485g
261	317	379	244	CAGL0H01507g
1104	1525	2359	1271	CAGL0H01529g
391	421	461	257	CAGL0H01551g
125	168	140	93	CAGL0H01573g
283	401	367	240	CAGL0H01595g
135	179	418	219	CAGL0H01606g
92	107	183	86	CAGL0H01617g
118	192	285	181	CAGL0H01639g
13	29	25	12	CAGL0H01661g
200	240	156	110	CAGL0H01683g
